engagement_id,customer_id,campaign_id,product_id,engagement_timestamp,campaign_type,channel,event_type,engagement_score,time_spent_seconds,conversion_flag,unsubscribe_flag
ENG0000236,CUST000757,CMP0034,PROD0074,3/2/2026 15:57,Seasonal,Email,Opened,20,84,0,0
ENG0000237,CUST000431,CMP0047,PROD0030,14/4/2025 18:34,Winback,Email,Sent,0,0,0,0
ENG0000238,CUST000703,CMP0002,PROD0019,17/6/2024 16:30,Product Launch,SMS,Sent,0,0,0,0
ENG0000239,CUST001047,CMP0032,PROD0009,18/5/2026 3:04,Promotion,Push Notification,Converted,100,2,1,0
ENG0000240,CUST000836,CMP0032,PROD0002,31/1/2025 21:08,Promotion,Push Notification,Sent,0,0,0,0
ENG0000241,CUST000757,CMP0014,PROD0080,25/8/2024 19:09,Abandoned Cart,Display Ad,Clicked,68,10,0,0
ENG0000242,CUST001104,CMP0035,PROD0084,14/1/2026 10:50,Seasonal,Paid Social,Clicked,72,2,0,0
ENG0000243,CUST001282,CMP0013,PROD0049,29/1/2024 6:01,Product Launch,SMS,Sent,0,0,0,0
ENG0000244,CUST000788,CMP0047,PROD0024,26/2/2025 11:04,Winback,Email,Sent,21,0,0,0
ENG0000245,CUST000985,CMP0042,PROD0036,2/3/2025 16:21,Seasonal,SMS,Sent,8,0,0,0
ENG0000246,CUST001239,CMP0033,PROD0115,18/12/2025 6:37,Promotion,Email,Clicked,72,23,0,0
ENG0000247,CUST000959,CMP0049,PROD0111,7/10/2024 4:31,Product Launch,Display Ad,Impression,6,0,0,0
ENG0000248,CUST001838,CMP0040,PROD0147,23/5/2026 6:21,Promotion,Push Notification,Clicked,56,57,0,0
ENG0000249,CUST001302,CMP0023,PROD0028,13/8/2025 17:04,Product Launch,SMS,Sent,7,0,0,0
ENG0000250,CUST001354,CMP0007,PROD0038,24/1/2026 8:06,Promotion,Email,Opened,36,175,0,0
ENG0000251,CUST000124,CMP0009,PROD0107,4/7/2025 13:53,Seasonal,Email,Opened,22,121,0,0
ENG0000252,CUST001096,CMP0041,PROD0151,9/1/2025 7:15,Seasonal,Paid Social,Impression,0,0,0,0
ENG0000253,CUST001788,CMP0040,PROD0157,6/7/2025 18:16,Promotion,Push Notification,Converted,91,165,1,0
ENG0000254,CUST001600,CMP0019,PROD0198,3/6/2026 1:48,Loyalty,Push Notification,Clicked,63,196,0,0
ENG0000255,CUST001194,CMP0002,PROD0015,28/6/2024 19:08,Product Launch,SMS,Clicked,46,164,0,0
ENG0000256,CUST001460,CMP0008,PROD0026,8/3/2025 13:20,Product Launch,Paid Social,Impression,13,0,0,0
ENG0000257,CUST001297,CMP0041,PROD0156,6/10/2025 7:03,Seasonal,Paid Social,Clicked,73,68,0,0
ENG0000258,CUST001255,CMP0016,PROD0057,10/5/2026 5:55,Loyalty,Push Notification,Clicked,57,68,0,0
ENG0000259,CUST001334,CMP0040,PROD0145,3/7/2025 0:50,Promotion,Push Notification,Converted,100,131,1,0
ENG0000260,CUST000895,CMP0005,PROD0090,26/3/2025 7:39,Abandoned Cart,Display Ad,Impression,0,0,0,0
ENG0000261,CUST000049,CMP0025,PROD0124,21/4/2025 3:15,Winback,SMS,Sent,13,0,0,0
ENG0000262,CUST001717,CMP0022,PROD0097,27/1/2024 9:40,Seasonal,Display Ad,Impression,1,0,0,0
ENG0000263,CUST000464,CMP0037,PROD0188,19/5/2025 9:56,Product Launch,Email,Converted,100,123,1,0
ENG0000264,CUST001819,CMP0036,PROD0168,19/3/2024 16:34,Product Launch,Push Notification,Sent,6,0,0,0
ENG0000265,CUST001063,CMP0031,PROD0168,20/6/2026 18:20,Welcome,SMS,Opted out,6,153,0,1
ENG0000266,CUST001236,CMP0044,PROD0197,14/10/2024 10:37,Seasonal,Paid Social,Clicked,71,24,0,0
ENG0000267,CUST001715,CMP0025,PROD0133,9/11/2025 17:42,Winback,SMS,Sent,4,0,0,0
ENG0000268,CUST000163,CMP0025,PROD0138,16/12/2025 5:12,Winback,SMS,Clicked,73,24,0,0
ENG0000269,CUST000304,CMP0007,PROD0040,12/8/2024 2:47,Promotion,Email,Sent,20,0,0,0
ENG0000270,CUST001794,CMP0022,PROD0085,26/5/2024 7:45,Seasonal,Display Ad,Impression,14,0,0,0
ENG0000271,CUST001925,CMP0044,PROD0189,3/10/2025 1:07,Seasonal,Paid Social,Impression,8,0,0,0
ENG0000272,CUST000481,CMP0027,PROD0108,9/3/2024 2:12,Abandoned Cart,Paid Social,Impression,4,0,0,0
ENG0000273,CUST001809,CMP0037,PROD0183,6/10/2025 17:47,Product Launch,Email,Unsubscribed,3,103,0,1
ENG0000274,CUST000813,CMP0020,PROD0100,15/6/2025 15:47,Welcome,SMS,Opted out,0,34,0,1
ENG0000275,CUST001925,CMP0019,PROD0186,7/2/2026 1:16,Loyalty,Push Notification,Sent,8,0,0,0
ENG0000276,CUST001437,CMP0037,PROD0200,25/4/2025 19:57,Product Launch,Email,Opened,35,121,0,0
ENG0000277,CUST000756,CMP0032,PROD0020,7/12/2025 1:51,Promotion,Push Notification,Disabled,9,68,0,1
ENG0000278,CUST001939,CMP0010,PROD0135,19/6/2026 15:11,Seasonal,Display Ad,Impression,9,0,0,0
ENG0000279,CUST001745,CMP0038,PROD0108,12/7/2025 23:31,Winback,SMS,Sent,0,0,0,0
ENG0000280,CUST001958,CMP0009,PROD0101,11/12/2024 22:45,Seasonal,Email,Sent,0,0,0,0
ENG0000281,CUST000803,CMP0001,PROD0095,18/5/2025 21:06,Promotion,Email,Sent,0,0,0,0
ENG0000282,CUST000093,CMP0010,PROD0140,10/11/2024 16:24,Seasonal,Display Ad,Impression,17,0,0,0
ENG0000283,CUST001560,CMP0006,PROD0064,6/5/2025 20:24,Abandoned Cart,Push Notification,Opened,49,70,0,0
ENG0000284,CUST000357,CMP0005,PROD0085,7/2/2024 7:05,Abandoned Cart,Display Ad,Impression,9,0,0,0
ENG0000285,CUST001229,CMP0047,PROD0029,23/11/2025 15:18,Winback,Email,Opened,51,67,0,0
ENG0000286,CUST001955,CMP0017,PROD0177,7/5/2024 23:13,Loyalty,Display Ad,Converted,92,22,1,0
ENG0000287,CUST000711,CMP0043,PROD0043,6/11/2025 4:53,Seasonal,SMS,Sent,5,0,0,0
ENG0000288,CUST001183,CMP0042,PROD0024,10/3/2024 11:55,Seasonal,SMS,Sent,2,0,0,0
ENG0000289,CUST000997,CMP0043,PROD0051,8/4/2025 10:53,Seasonal,SMS,Clicked,73,61,0,0
ENG0000290,CUST001239,CMP0035,PROD0082,7/9/2024 12:56,Seasonal,Paid Social,Impression,0,0,0,0
ENG0000291,CUST001670,CMP0038,PROD0111,1/10/2025 22:38,Winback,SMS,Sent,7,0,0,0
ENG0000292,CUST001748,CMP0038,PROD0120,10/10/2024 0:06,Winback,SMS,Converted,100,194,1,0
ENG0000293,CUST000198,CMP0048,PROD0091,22/8/2024 23:59,Product Launch,Push Notification,Sent,5,0,0,0
ENG0000294,CUST000066,CMP0044,PROD0192,27/6/2024 22:19,Seasonal,Paid Social,Impression,7,0,0,0
ENG0000295,CUST000932,CMP0050,PROD0036,1/12/2024 14:55,Loyalty,Paid Social,Hidden,0,150,0,0
ENG0000296,CUST001703,CMP0010,PROD0138,17/5/2026 12:07,Seasonal,Display Ad,Clicked,67,45,0,0
ENG0000297,CUST001034,CMP0007,PROD0021,20/11/2025 23:58,Promotion,Email,Opened,34,69,0,0
ENG0000298,CUST000901,CMP0009,PROD0103,19/3/2024 2:54,Seasonal,Email,Sent,9,0,0,0
ENG0000299,CUST001433,CMP0006,PROD0074,29/8/2025 22:00,Abandoned Cart,Push Notification,Converted,100,50,1,0
ENG0000300,CUST001387,CMP0047,PROD0022,25/6/2025 22:10,Winback,Email,Clicked,50,48,0,0
ENG0000301,CUST001553,CMP0049,PROD0104,19/5/2026 13:13,Product Launch,Display Ad,Impression,7,0,0,0
ENG0000302,CUST000154,CMP0049,PROD0112,7/12/2025 20:42,Product Launch,Display Ad,Impression,3,0,0,0
ENG0000303,CUST001969,CMP0037,PROD0185,26/2/2025 11:20,Product Launch,Email,Clicked,70,154,0,0
ENG0000304,CUST000641,CMP0003,PROD0047,21/2/2025 6:48,Promotion,Email,Sent,0,0,0,0
ENG0000305,CUST000962,CMP0045,PROD0058,30/9/2025 10:28,Welcome,Push Notification,Sent,20,0,0,0
ENG0000306,CUST001190,CMP0027,PROD0111,4/4/2025 23:16,Abandoned Cart,Paid Social,Clicked,50,15,0,0
ENG0000307,CUST001084,CMP0012,PROD0124,13/7/2025 12:15,Promotion,Paid Social,Impression,0,0,0,0
ENG0000308,CUST001265,CMP0011,PROD0129,29/9/2024 0:48,Abandoned Cart,Paid Social,Impression,11,0,0,0
ENG0000309,CUST000452,CMP0012,PROD0137,19/5/2026 23:11,Promotion,Paid Social,Impression,18,0,0,0
ENG0000310,CUST001536,CMP0025,PROD0121,19/4/2025 11:54,Winback,SMS,Converted,89,2,1,0
ENG0000311,CUST000914,CMP0039,PROD0132,8/6/2026 23:07,Promotion,SMS,Sent,2,0,0,0
ENG0000312,CUST001041,CMP0008,PROD0039,20/1/2026 11:00,Product Launch,Paid Social,Clicked,61,116,0,0
ENG0000313,CUST000533,CMP0034,PROD0077,1/3/2024 13:04,Seasonal,Email,Sent,2,0,0,0
ENG0000314,CUST000152,CMP0002,PROD0008,9/3/2024 16:57,Product Launch,SMS,Clicked,73,165,0,0
ENG0000315,CUST001238,CMP0001,PROD0087,14/2/2025 11:46,Promotion,Email,Sent,15,0,0,0
ENG0000316,CUST001909,CMP0046,PROD0069,10/6/2025 9:51,Promotion,Display Ad,Impression,4,0,0,0
ENG0000317,CUST000385,CMP0012,PROD0126,9/8/2024 4:39,Promotion,Paid Social,Impression,0,0,0,0
ENG0000318,CUST000216,CMP0004,PROD0096,8/8/2025 10:31,Product Launch,SMS,Clicked,63,144,0,0
ENG0000319,CUST001648,CMP0050,PROD0039,1/3/2026 16:51,Loyalty,Paid Social,Hidden,6,146,0,0
ENG0000320,CUST001008,CMP0024,PROD0152,22/12/2024 7:35,Promotion,SMS,Clicked,69,17,0,0
ENG0000321,CUST000434,CMP0028,PROD0022,1/2/2026 13:50,Seasonal,Email,Sent,0,0,0,0
ENG0000322,CUST000565,CMP0038,PROD0101,4/8/2025 2:27,Winback,SMS,Sent,0,0,0,0
ENG0000323,CUST001392,CMP0024,PROD0160,15/8/2025 0:03,Promotion,SMS,Clicked,64,88,0,0
ENG0000324,CUST000977,CMP0016,PROD0045,20/7/2025 7:53,Loyalty,Push Notification,Opened,36,78,0,0
ENG0000325,CUST000746,CMP0037,PROD0183,29/4/2026 16:20,Product Launch,Email,Sent,7,0,0,0
ENG0000326,CUST000604,CMP0018,PROD0166,11/9/2024 19:48,Promotion,Email,Opened,27,147,0,0
ENG0000327,CUST001356,CMP0036,PROD0174,19/1/2025 9:15,Product Launch,Push Notification,Converted,100,130,1,0
ENG0000328,CUST000237,CMP0049,PROD0119,6/10/2025 6:28,Product Launch,Display Ad,Impression,1,0,0,0
ENG0000329,CUST001642,CMP0037,PROD0191,11/3/2025 20:27,Product Launch,Email,Sent,12,0,0,0
ENG0000330,CUST000101,CMP0047,PROD0027,12/4/2026 4:57,Winback,Email,Sent,12,0,0,0
ENG0000331,CUST001524,CMP0010,PROD0128,14/8/2025 3:45,Seasonal,Display Ad,Impression,13,0,0,0
ENG0000332,CUST000478,CMP0009,PROD0104,24/12/2025 16:52,Seasonal,Email,Clicked,58,94,0,0
ENG0000333,CUST001086,CMP0026,PROD0067,22/3/2024 1:52,Product Launch,Push Notification,Sent,5,0,0,0
ENG0000334,CUST000101,CMP0005,PROD0097,5/12/2025 5:34,Abandoned Cart,Display Ad,Clicked,62,151,0,0
ENG0000335,CUST000630,CMP0007,PROD0024,19/3/2025 1:24,Promotion,Email,Opened,43,2,0,0
ENG0000336,CUST000491,CMP0047,PROD0039,3/4/2024 21:21,Winback,Email,Clicked,73,83,0,0
ENG0000337,CUST001312,CMP0013,PROD0048,27/8/2025 10:11,Product Launch,SMS,Sent,0,0,0,0
ENG0000338,CUST000198,CMP0022,PROD0093,17/7/2025 21:09,Seasonal,Display Ad,Impression,8,0,0,0
ENG0000339,CUST001742,CMP0021,PROD0096,16/8/2025 5:24,Winback,Paid Social,Clicked,73,21,0,0
ENG0000340,CUST001600,CMP0048,PROD0095,8/11/2024 18:37,Product Launch,Push Notification,Sent,0,0,0,0
ENG0000341,CUST001512,CMP0020,PROD0088,25/11/2025 21:31,Welcome,SMS,Sent,9,0,0,0
ENG0000342,CUST001264,CMP0031,PROD0168,3/4/2026 1:35,Welcome,SMS,Clicked,67,118,0,0
ENG0000343,CUST001215,CMP0042,PROD0037,30/7/2024 16:57,Seasonal,SMS,Sent,4,0,0,0
ENG0000344,CUST000877,CMP0048,PROD0085,7/1/2024 21:11,Product Launch,Push Notification,Converted,93,81,1,0
ENG0000345,CUST000428,CMP0050,PROD0040,15/1/2024 18:48,Loyalty,Paid Social,Converted,91,124,1,0
ENG0000346,CUST000237,CMP0024,PROD0160,20/3/2025 7:21,Promotion,SMS,Sent,0,0,0,0
ENG0000347,CUST001192,CMP0008,PROD0030,25/1/2026 1:58,Product Launch,Paid Social,Impression,2,0,0,0
ENG0000348,CUST001558,CMP0017,PROD0161,28/5/2026 2:09,Loyalty,Display Ad,Converted,100,41,1,0
ENG0000349,CUST000071,CMP0038,PROD0114,14/3/2026 19:03,Winback,SMS,Sent,11,0,0,0
ENG0000350,CUST000321,CMP0007,PROD0026,22/7/2025 7:40,Promotion,Email,Clicked,75,63,0,0
ENG0000351,CUST000119,CMP0048,PROD0085,28/7/2024 10:33,Product Launch,Push Notification,Opened,40,121,0,0
ENG0000352,CUST000259,CMP0048,PROD0086,18/11/2024 10:14,Product Launch,Push Notification,Sent,3,0,0,0
ENG0000353,CUST000545,CMP0018,PROD0172,13/8/2024 8:35,Promotion,Email,Opened,31,2,0,0
ENG0000354,CUST000915,CMP0045,PROD0058,14/12/2024 13:50,Welcome,Push Notification,Opened,36,132,0,0
ENG0000355,CUST001913,CMP0017,PROD0165,11/1/2026 3:52,Loyalty,Display Ad,Clicked,69,52,0,0
ENG0000356,CUST000782,CMP0021,PROD0096,9/5/2025 5:02,Winback,Paid Social,Converted,100,59,1,0
ENG0000357,CUST001241,CMP0031,PROD0166,11/3/2024 13:49,Welcome,SMS,Sent,0,0,0,0
ENG0000358,CUST001780,CMP0039,PROD0129,19/4/2025 7:44,Promotion,SMS,Clicked,90,26,0,0
ENG0000359,CUST000534,CMP0050,PROD0038,25/2/2025 7:04,Loyalty,Paid Social,Impression,7,0,0,0
ENG0000360,CUST001160,CMP0002,PROD0018,18/2/2025 19:31,Product Launch,SMS,Sent,6,0,0,0
ENG0000361,CUST001739,CMP0005,PROD0098,21/3/2025 17:59,Abandoned Cart,Display Ad,Impression,6,0,0,0
ENG0000362,CUST000048,CMP0047,PROD0035,3/10/2025 17:47,Winback,Email,Sent,0,0,0,0
ENG0000363,CUST000523,CMP0036,PROD0178,30/11/2024 5:50,Product Launch,Push Notification,Sent,5,0,0,0
ENG0000364,CUST000185,CMP0023,PROD0021,18/5/2026 5:49,Product Launch,SMS,Clicked,67,142,0,0
ENG0000365,CUST001729,CMP0029,PROD0105,2/5/2025 7:25,Product Launch,Email,Opened,44,181,0,0
ENG0000366,CUST000693,CMP0037,PROD0195,27/2/2024 2:41,Product Launch,Email,Sent,0,0,0,0
ENG0000367,CUST001332,CMP0014,PROD0062,23/3/2024 19:07,Abandoned Cart,Display Ad,Clicked,67,191,0,0
ENG0000368,CUST000934,CMP0026,PROD0062,2/1/2026 7:11,Product Launch,Push Notification,Clicked,72,51,0,0
ENG0000369,CUST000798,CMP0035,PROD0093,16/5/2024 8:39,Seasonal,Paid Social,Impression,12,0,0,0
ENG0000370,CUST001432,CMP0027,PROD0119,26/1/2026 11:31,Abandoned Cart,Paid Social,Impression,9,0,0,0
ENG0000371,CUST000371,CMP0040,PROD0149,7/12/2025 3:24,Promotion,Push Notification,Opened,36,95,0,0
ENG0000372,CUST001523,CMP0026,PROD0076,27/8/2025 2:57,Product Launch,Push Notification,Sent,0,0,0,0
ENG0000373,CUST000727,CMP0048,PROD0087,16/2/2025 18:08,Product Launch,Push Notification,Opened,37,2,0,0
ENG0000374,CUST001689,CMP0002,PROD0010,13/2/2025 7:23,Product Launch,SMS,Sent,0,0,0,0
ENG0000375,CUST001476,CMP0027,PROD0117,5/2/2026 15:27,Abandoned Cart,Paid Social,Impression,0,0,0,0
ENG0000376,CUST000587,CMP0019,PROD0181,6/10/2025 8:28,Loyalty,Push Notification,Opened,58,107,0,0
ENG0000377,CUST000322,CMP0006,PROD0067,8/4/2024 22:34,Abandoned Cart,Push Notification,Clicked,59,55,0,0
ENG0000378,CUST001885,CMP0004,PROD0087,4/1/2026 22:24,Product Launch,SMS,Converted,90,48,1,0
ENG0000379,CUST000150,CMP0037,PROD0181,13/1/2025 19:21,Product Launch,Email,Sent,0,0,0,0
ENG0000380,CUST000898,CMP0045,PROD0043,9/9/2025 17:54,Welcome,Push Notification,Sent,0,0,0,0
ENG0000381,CUST001934,CMP0035,PROD0094,2/2/2025 5:56,Seasonal,Paid Social,Impression,2,0,0,0
ENG0000382,CUST001649,CMP0016,PROD0057,11/7/2024 22:16,Loyalty,Push Notification,Clicked,62,143,0,0
ENG0000383,CUST001096,CMP0018,PROD0161,16/1/2026 1:28,Promotion,Email,Sent,3,0,0,0
ENG0000384,CUST000575,CMP0011,PROD0125,13/10/2024 7:48,Abandoned Cart,Paid Social,Impression,0,0,0,0
ENG0000385,CUST001800,CMP0043,PROD0050,19/5/2025 5:22,Seasonal,SMS,Sent,8,0,0,0
ENG0000386,CUST000937,CMP0038,PROD0106,24/12/2025 5:04,Winback,SMS,Sent,2,0,0,0
ENG0000387,CUST001277,CMP0024,PROD0148,29/3/2025 6:06,Promotion,SMS,Clicked,53,71,0,0
ENG0000388,CUST000502,CMP0040,PROD0142,21/6/2026 14:17,Promotion,Push Notification,Clicked,62,22,0,0
ENG0000389,CUST000873,CMP0043,PROD0051,21/2/2025 4:43,Seasonal,SMS,Converted,83,2,1,0
ENG0000390,CUST001011,CMP0050,PROD0026,22/6/2024 17:07,Loyalty,Paid Social,Clicked,75,170,0,0
ENG0000391,CUST000859,CMP0020,PROD0088,3/8/2025 4:54,Welcome,SMS,Sent,9,0,0,0
ENG0000392,CUST000288,CMP0017,PROD0169,8/9/2024 6:15,Loyalty,Display Ad,Impression,13,0,0,0
ENG0000393,CUST000232,CMP0039,PROD0130,30/4/2024 11:35,Promotion,SMS,Sent,0,0,0,0
ENG0000394,CUST000412,CMP0041,PROD0151,15/12/2024 17:01,Seasonal,Paid Social,Impression,2,0,0,0
ENG0000395,CUST000132,CMP0009,PROD0104,28/3/2025 19:45,Seasonal,Email,Opened,39,69,0,0
ENG0000396,CUST001729,CMP0008,PROD0032,4/4/2024 13:44,Product Launch,Paid Social,Impression,13,0,0,0
ENG0000397,CUST000795,CMP0008,PROD0026,6/6/2026 10:49,Product Launch,Paid Social,Impression,0,0,0,0
ENG0000398,CUST001390,CMP0036,PROD0168,18/8/2024 5:08,Product Launch,Push Notification,Opened,14,75,0,0
ENG0000399,CUST001865,CMP0016,PROD0043,6/7/2025 5:11,Loyalty,Push Notification,Sent,11,0,0,0
ENG0000400,CUST000329,CMP0049,PROD0104,20/4/2025 19:38,Product Launch,Display Ad,Clicked,66,43,0,0
ENG0000401,CUST000146,CMP0002,PROD0019,24/2/2025 10:01,Product Launch,SMS,Sent,18,0,0,0
ENG0000402,CUST001526,CMP0003,PROD0052,19/1/2025 20:53,Promotion,Email,Sent,0,0,0,0
ENG0000403,CUST000518,CMP0001,PROD0093,8/1/2024 15:28,Promotion,Email,Clicked,69,156,0,0
ENG0000404,CUST001937,CMP0036,PROD0178,30/1/2025 15:17,Product Launch,Push Notification,Opened,38,148,0,0
ENG0000405,CUST001263,CMP0039,PROD0129,2/3/2024 19:55,Promotion,SMS,Clicked,61,117,0,0
ENG0000406,CUST001673,CMP0044,PROD0193,3/5/2026 12:43,Seasonal,Paid Social,Clicked,69,98,0,0
ENG0000407,CUST000817,CMP0047,PROD0022,17/3/2024 2:26,Winback,Email,Sent,8,0,0,0
ENG0000408,CUST000715,CMP0050,PROD0036,28/6/2025 2:29,Loyalty,Paid Social,Clicked,66,53,0,0
ENG0000409,CUST001714,CMP0016,PROD0044,3/5/2026 13:28,Loyalty,Push Notification,Opened,42,99,0,0
ENG0000410,CUST001155,CMP0032,PROD0010,21/8/2024 18:22,Promotion,Push Notification,Converted,100,2,1,0
ENG0000411,CUST000310,CMP0022,PROD0088,1/2/2026 9:12,Seasonal,Display Ad,Converted,100,50,1,0
ENG0000412,CUST001180,CMP0030,PROD0044,2/3/2024 1:34,Product Launch,Push Notification,Sent,0,0,0,0
ENG0000413,CUST001879,CMP0041,PROD0158,17/4/2025 2:35,Seasonal,Paid Social,Impression,7,0,0,0
ENG0000414,CUST001648,CMP0016,PROD0054,10/7/2025 2:40,Loyalty,Push Notification,Clicked,58,30,0,0
ENG0000415,CUST000189,CMP0019,PROD0200,14/4/2024 12:47,Loyalty,Push Notification,Sent,0,0,0,0
ENG0000416,CUST001977,CMP0031,PROD0167,12/12/2025 8:11,Welcome,SMS,Sent,0,0,0,0
ENG0000417,CUST001690,CMP0032,PROD0004,10/6/2025 10:38,Promotion,Push Notification,Clicked,68,98,0,0
ENG0000418,CUST001298,CMP0025,PROD0130,4/12/2025 16:23,Winback,SMS,Clicked,71,162,0,0
ENG0000419,CUST000941,CMP0002,PROD0003,4/1/2025 1:11,Product Launch,SMS,Sent,0,0,0,0
ENG0000420,CUST000329,CMP0024,PROD0160,21/3/2024 16:10,Promotion,SMS,Sent,3,0,0,0
ENG0000421,CUST001620,CMP0036,PROD0178,26/11/2025 15:23,Product Launch,Push Notification,Sent,0,0,0,0
ENG0000422,CUST000652,CMP0037,PROD0200,17/4/2026 19:19,Product Launch,Email,Converted,92,65,1,0
ENG0000423,CUST001932,CMP0023,PROD0031,4/6/2024 23:33,Product Launch,SMS,Sent,0,0,0,0
ENG0000424,CUST000008,CMP0039,PROD0123,18/10/2025 13:40,Promotion,SMS,Clicked,77,41,0,0
ENG0000425,CUST001237,CMP0005,PROD0087,13/12/2024 11:58,Abandoned Cart,Display Ad,Impression,5,0,0,0
ENG0000426,CUST001774,CMP0011,PROD0139,7/8/2024 1:55,Abandoned Cart,Paid Social,Impression,14,0,0,0
ENG0000427,CUST000922,CMP0041,PROD0159,26/6/2025 15:15,Seasonal,Paid Social,Impression,4,0,0,0
ENG0000428,CUST001530,CMP0039,PROD0137,26/11/2025 22:11,Promotion,SMS,Sent,10,0,0,0
ENG0000429,CUST000731,CMP0015,PROD0108,11/7/2024 15:00,Loyalty,SMS,Sent,0,0,0,0
ENG0000430,CUST000604,CMP0016,PROD0042,15/3/2026 18:08,Loyalty,Push Notification,Disabled,0,88,0,1
ENG0000431,CUST001347,CMP0050,PROD0037,18/3/2025 17:51,Loyalty,Paid Social,Clicked,52,42,0,0
ENG0000432,CUST000142,CMP0050,PROD0033,3/8/2024 5:11,Loyalty,Paid Social,Impression,3,0,0,0
ENG0000433,CUST001198,CMP0038,PROD0106,14/3/2026 2:46,Winback,SMS,Sent,4,0,0,0
ENG0000434,CUST000188,CMP0027,PROD0107,31/1/2026 16:52,Abandoned Cart,Paid Social,Clicked,63,57,0,0
ENG0000435,CUST001689,CMP0036,PROD0179,8/3/2024 19:22,Product Launch,Push Notification,Sent,1,0,0,0
ENG0000436,CUST000738,CMP0004,PROD0088,4/2/2025 1:49,Product Launch,SMS,Sent,0,0,0,0
ENG0000437,CUST001485,CMP0034,PROD0068,10/10/2024 16:22,Seasonal,Email,Sent,7,0,0,0
ENG0000438,CUST000549,CMP0038,PROD0115,26/2/2024 21:34,Winback,SMS,Clicked,72,67,0,0
ENG0000439,CUST000423,CMP0036,PROD0169,21/1/2024 12:59,Product Launch,Push Notification,Clicked,69,69,0,0
ENG0000440,CUST001237,CMP0014,PROD0061,9/8/2025 23:06,Abandoned Cart,Display Ad,Impression,8,0,0,0
ENG0000441,CUST000404,CMP0034,PROD0066,10/3/2025 3:56,Seasonal,Email,Sent,8,0,0,0
ENG0000442,CUST000003,CMP0029,PROD0110,9/1/2024 18:10,Product Launch,Email,Sent,6,0,0,0
ENG0000443,CUST000510,CMP0009,PROD0117,7/3/2026 9:47,Seasonal,Email,Sent,5,0,0,0
ENG0000444,CUST000086,CMP0004,PROD0084,6/5/2024 15:50,Product Launch,SMS,Sent,5,0,0,0
ENG0000445,CUST001532,CMP0021,PROD0098,10/10/2025 7:29,Winback,Paid Social,Converted,92,52,1,0
ENG0000446,CUST000234,CMP0049,PROD0101,9/1/2024 14:58,Product Launch,Display Ad,Converted,100,186,1,0
ENG0000447,CUST000527,CMP0021,PROD0084,28/8/2024 11:43,Winback,Paid Social,Hidden,1,64,0,0
ENG0000448,CUST001219,CMP0015,PROD0111,26/9/2025 6:14,Loyalty,SMS,Sent,13,0,0,0
ENG0000449,CUST000485,CMP0018,PROD0169,26/10/2025 5:56,Promotion,Email,Sent,21,0,0,0
ENG0000450,CUST000267,CMP0036,PROD0178,22/9/2024 13:41,Product Launch,Push Notification,Sent,0,0,0,0
ENG0000451,CUST001190,CMP0013,PROD0042,7/5/2025 2:33,Product Launch,SMS,Clicked,75,117,0,0
ENG0000452,CUST001947,CMP0020,PROD0099,3/5/2026 11:38,Welcome,SMS,Sent,17,0,0,0
ENG0000453,CUST000906,CMP0011,PROD0132,25/4/2025 23:09,Abandoned Cart,Paid Social,Impression,13,0,0,0
ENG0000454,CUST000442,CMP0008,PROD0030,10/2/2024 8:24,Product Launch,Paid Social,Impression,11,0,0,0
ENG0000455,CUST001193,CMP0009,PROD0114,2/5/2026 11:38,Seasonal,Email,Opened,23,2,0,0
ENG0000456,CUST001060,CMP0042,PROD0023,2/11/2025 4:23,Seasonal,SMS,Sent,2,0,0,0
ENG0000457,CUST000506,CMP0017,PROD0164,1/2/2026 0:55,Loyalty,Display Ad,Clicked,65,2,0,0
ENG0000458,CUST001194,CMP0003,PROD0048,6/4/2024 21:02,Promotion,Email,Sent,0,0,0,0
ENG0000459,CUST000389,CMP0027,PROD0111,3/3/2026 12:13,Abandoned Cart,Paid Social,Clicked,72,10,0,0
ENG0000460,CUST000738,CMP0022,PROD0081,20/4/2024 11:13,Seasonal,Display Ad,Clicked,65,83,0,0
ENG0000461,CUST000281,CMP0023,PROD0036,12/12/2024 20:22,Product Launch,SMS,Sent,4,0,0,0
ENG0000462,CUST001609,CMP0016,PROD0052,1/3/2024 23:57,Loyalty,Push Notification,Opened,45,2,0,0
ENG0000463,CUST001642,CMP0047,PROD0022,9/4/2026 13:18,Winback,Email,Sent,19,0,0,0
ENG0000464,CUST001014,CMP0027,PROD0105,19/4/2026 17:31,Abandoned Cart,Paid Social,Impression,11,0,0,0
ENG0000465,CUST000444,CMP0024,PROD0149,4/10/2025 2:58,Promotion,SMS,Clicked,56,82,0,0
ENG0000466,CUST001079,CMP0012,PROD0133,29/9/2025 11:52,Promotion,Paid Social,Impression,0,0,0,0
ENG0000467,CUST000042,CMP0007,PROD0039,3/11/2024 18:40,Promotion,Email,Opened,42,2,0,0
ENG0000468,CUST001308,CMP0026,PROD0069,14/10/2025 18:10,Product Launch,Push Notification,Opened,37,25,0,0
ENG0000469,CUST001091,CMP0006,PROD0067,5/1/2025 10:33,Abandoned Cart,Push Notification,Clicked,66,53,0,0
ENG0000470,CUST001002,CMP0019,PROD0194,24/6/2026 5:52,Loyalty,Push Notification,Sent,1,0,0,0
ENG0000471,CUST001560,CMP0033,PROD0109,4/2/2024 15:08,Promotion,Email,Sent,5,0,0,0
